"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"2008"	"2008"	"Drug-induced causes"	"D"	779	5923916	13.2
	"Missouri"	"29"	"2008"	"2008"	"Alcohol-induced causes"	"A"	132	5923916	2.2
	"Missouri"	"29"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	779	5923916	13.2
	"Missouri"	"29"	"2009"	"2009"	"Drug-induced causes"	"D"	881	5961088	14.8
	"Missouri"	"29"	"2009"	"2009"	"Alcohol-induced causes"	"A"	141	5961088	2.4
	"Missouri"	"29"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	880	5961088	14.8
	"Missouri"	"29"	"2010"	"2010"	"Drug-induced causes"	"D"	1024	5988927	17.1
	"Missouri"	"29"	"2010"	"2010"	"Alcohol-induced causes"	"A"	137	5988927	2.3
	"Missouri"	"29"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	1015	5988927	16.9
	"Missouri"	"29"	"2011"	"2011"	"Drug-induced causes"	"D"	990	6010688	16.5
	"Missouri"	"29"	"2011"	"2011"	"Alcohol-induced causes"	"A"	152	6010688	2.5
	"Missouri"	"29"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	982	6010688	16.3
	"Missouri"	"29"	"2012"	"2012"	"Drug-induced causes"	"D"	961	6021988	16.0
	"Missouri"	"29"	"2012"	"2012"	"Alcohol-induced causes"	"A"	150	6021988	2.5
	"Missouri"	"29"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	958	6021988	15.9
	"Missouri"	"29"	"2013"	"2013"	"Drug-induced causes"	"D"	1041	6044171	17.2
	"Missouri"	"29"	"2013"	"2013"	"Alcohol-induced causes"	"A"	171	6044171	2.8
	"Missouri"	"29"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	1039	6044171	17.2
	"Missouri"	"29"	"2014"	"2014"	"Drug-induced causes"	"D"	1107	6063589	18.3
	"Missouri"	"29"	"2014"	"2014"	"Alcohol-induced causes"	"A"	187	6063589	3.1
	"Missouri"	"29"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	1100	6063589	18.1
	"Missouri"	"29"	"2015"	"2015"	"Drug-induced causes"	"D"	1098	6083672	18.0
	"Missouri"	"29"	"2015"	"2015"	"Alcohol-induced causes"	"A"	160	6083672	2.6
	"Missouri"	"29"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	1091	6083672	17.9
	"Missouri"	"29"	"2016"	"2016"	"Drug-induced causes"	"D"	1418	6093000	23.3
	"Missouri"	"29"	"2016"	"2016"	"Alcohol-induced causes"	"A"	188	6093000	3.1
	"Missouri"	"29"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	1407	6093000	23.1
	"Missouri"	"29"	"2017"	"2017"	"Drug-induced causes"	"D"	1426	6113532	23.3
	"Missouri"	"29"	"2017"	"2017"	"Alcohol-induced causes"	"A"	181	6113532	3.0
	"Missouri"	"29"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	1413	6113532	23.1
	"Missouri"	"29"	"2018"	"2018"	"Drug-induced causes"	"D"	1660	6126452	27.1
	"Missouri"	"29"	"2018"	"2018"	"Alcohol-induced causes"	"A"	191	6126452	3.1
	"Missouri"	"29"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	1653	6126452	27.0
	"Missouri"	"29"	"2019"	"2019"	"Drug-induced causes"	"D"	1649	6137428	26.9
	"Missouri"	"29"	"2019"	"2019"	"Alcohol-induced causes"	"A"	221	6137428	3.6
	"Missouri"	"29"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	1638	6137428	26.7
	"Montana"	"30"	"1999"	"1999"	"Drug-induced causes"	"D"	48	897507	5.3
	"Montana"	"30"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	47	897507	5.2
	"Montana"	"30"	"2000"	"2000"	"Drug-induced causes"	"D"	47	902195	5.2
	"Montana"	"30"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	46	902195	5.1
	"Montana"	"30"	"2001"	"2001"	"Drug-induced causes"	"D"	62	906961	6.8
	"Montana"	"30"	"2001"	"2001"	"Alcohol-induced causes"	"A"	12	906961	Unreliable
	"Montana"	"30"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	62	906961	6.8
	"Montana"	"30"	"2002"	"2002"	"Drug-induced causes"	"D"	85	911667	9.3
	"Montana"	"30"	"2002"	"2002"	"Alcohol-induced causes"	"A"	10	911667	Unreliable
	"Montana"	"30"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	85	911667	9.3
	"Montana"	"30"	"2003"	"2003"	"Drug-induced causes"	"D"	116	919630	12.6
	"Montana"	"30"	"2003"	"2003"	"Alcohol-induced causes"	"A"	15	919630	Unreliable
	"Montana"	"30"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	114	919630	12.4
	"Montana"	"30"	"2004"	"2004"	"Drug-induced causes"	"D"	119	930009	12.8
	"Montana"	"30"	"2004"	"2004"	"Alcohol-induced causes"	"A"	12	930009	Unreliable
	"Montana"	"30"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	116	930009	12.5
	"Montana"	"30"	"2005"	"2005"	"Drug-induced causes"	"D"	119	940102	12.7
	"Montana"	"30"	"2005"	"2005"	"Alcohol-induced causes"	"A"	10	940102	Unreliable
	"Montana"	"30"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	118	940102	12.6
	"Montana"	"30"	"2006"	"2006"	"Drug-induced causes"	"D"	121	952692	12.7
	"Montana"	"30"	"2006"	"2006"	"Alcohol-induced causes"	"A"	10	952692	Unreliable
	"Montana"	"30"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	119	952692	12.5
	"Montana"	"30"	"2007"	"2007"	"Drug-induced causes"	"D"	132	964706	13.7
	"Montana"	"30"	"2007"	"2007"	"Alcohol-induced causes"	"A"	18	964706	Unreliable
	"Montana"	"30"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	129	964706	13.4
	"Montana"	"30"	"2008"	"2008"	"Drug-induced causes"	"D"	141	976415	14.4
	"Montana"	"30"	"2008"	"2008"	"Alcohol-induced causes"	"A"	21	976415	2.2
	"Montana"	"30"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	140	976415	14.3
	"Montana"	"30"	"2009"	"2009"	"Drug-induced causes"	"D"	147	983982	14.9
	"Montana"	"30"	"2009"	"2009"	"Alcohol-induced causes"	"A"	19	983982	Unreliable
	"Montana"	"30"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	146	983982	14.8
	"Montana"	"30"	"2010"	"2010"	"Drug-induced causes"	"D"	123	989415	12.4
	"Montana"	"30"	"2010"	"2010"	"Alcohol-induced causes"	"A"	14	989415	Unreliable
	"Montana"	"30"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	121	989415	12.2
	"Montana"	"30"	"2011"	"2011"	"Drug-induced causes"	"D"	150	998199	15.0
	"Montana"	"30"	"2011"	"2011"	"Alcohol-induced causes"	"A"	13	998199	Unreliable
	"Montana"	"30"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	145	998199	14.5
	"Montana"	"30"	"2012"	"2012"	"Drug-induced causes"	"D"	129	1005141	12.8
	"Montana"	"30"	"2012"	"2012"	"Alcohol-induced causes"	"A"	16	1005141	Unreliable
	"Montana"	"30"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	124	1005141	12.3
	"Montana"	"30"	"2013"	"2013"	"Drug-induced causes"	"D"	156	1015165	15.4
	"Montana"	"30"	"2013"	"2013"	"Alcohol-induced causes"	"A"	20	1015165	2.0
	"Montana"	"30"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	149	1015165	14.7
	"Montana"	"30"	"2014"	"2014"	"Drug-induced causes"	"D"	145	1023579	14.2
	"Montana"	"30"	"2014"	"2014"	"Alcohol-induced causes"	"A"	12	1023579	Unreliable
	"Montana"	"30"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	134	1023579	13.1
	"Montana"	"30"	"2015"	"2015"	"Drug-induced causes"	"D"	152	1032949	14.7
	"Montana"	"30"	"2015"	"2015"	"Alcohol-induced causes"	"A"	18	1032949	Unreliable
	"Montana"	"30"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	147	1032949	14.2
	"Montana"	"30"	"2016"	"2016"	"Drug-induced causes"	"D"	136	1042520	13.0
	"Montana"	"30"	"2016"	"2016"	"Alcohol-induced causes"	"A"	18	1042520	Unreliable
	"Montana"	"30"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	133	1042520	12.8
	"Montana"	"30"	"2017"	"2017"	"Drug-induced causes"	"D"	132	1050493	12.6
	"Montana"	"30"	"2017"	"2017"	"Alcohol-induced causes"	"A"	17	1050493	Unreliable
	"Montana"	"30"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	131	1050493	12.5
	"Montana"	"30"	"2018"	"2018"	"Drug-induced causes"	"D"	138	1062305	13.0
	"Montana"	"30"	"2018"	"2018"	"Alcohol-induced causes"	"A"	27	1062305	2.5
	"Montana"	"30"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	137	1062305	12.9
	"Montana"	"30"	"2019"	"2019"	"Drug-induced causes"	"D"	153	1068778	14.3
	"Montana"	"30"	"2019"	"2019"	"Alcohol-induced causes"	"A"	18	1068778	Unreliable
	"Montana"	"30"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	151	1068778	14.1
	"Nebraska"	"31"	"1999"	"1999"	"Drug-induced causes"	"D"	41	1704764	2.4
	"Nebraska"	"31"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	41	1704764	2.4
	"Nebraska"	"31"	"2000"	"2000"	"Drug-induced causes"	"D"	52	1711263	3.0
	"Nebraska"	"31"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	52	1711263	3.0
	"Nebraska"	"31"	"2001"	"2001"	"Drug-induced causes"	"D"	69	1719836	4.0
	"Nebraska"	"31"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	69	1719836	4.0
	"Nebraska"	"31"	"2002"	"2002"	"Drug-induced causes"	"D"	69	1728292	4.0
	"Nebraska"	"31"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	69	1728292	4.0
	"Nebraska"	"31"	"2003"	"2003"	"Drug-induced causes"	"D"	88	1738643	5.1
	"Nebraska"	"31"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	77	1738643	4.4
	"Nebraska"	"31"	"2004"	"2004"	"Drug-induced causes"	"D"	91	1749370	5.2
	"Nebraska"	"31"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	89	1749370	5.1
	"Nebraska"	"31"	"2005"	"2005"	"Drug-induced causes"	"D"	129	1761497	7.3
	"Nebraska"	"31"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	121	1761497	6.9
	"Nebraska"	"31"	"2006"	"2006"	"Drug-induced causes"	"D"	131	1772693	7.4
	"Nebraska"	"31"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	126	1772693	7.1
	"Nebraska"	"31"	"2007"	"2007"	"Drug-induced causes"	"D"	92	1783440	5.2
	"Nebraska"	"31"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	81	1783440	4.5
	"Nebraska"	"31"	"2008"	"2008"	"Drug-induced causes"	"D"	113	1796378	6.3
	"Nebraska"	"31"	"2008"	"2008"	"Alcohol-induced causes"	"A"	13	1796378	Unreliable
	"Nebraska"	"31"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	103	1796378	5.7
	"Nebraska"	"31"	"2009"	"2009"	"Drug-induced causes"	"D"	118	1812683	6.5
	"Nebraska"	"31"	"2009"	"2009"	"Alcohol-induced causes"	"A"	10	1812683	Unreliable
	"Nebraska"	"31"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	114	1812683	6.3
	"Nebraska"	"31"	"2010"	"2010"	"Drug-induced causes"	"D"	130	1826341	7.1
	"Nebraska"	"31"	"2010"	"2010"	"Alcohol-induced causes"	"A"	12	1826341	Unreliable
	"Nebraska"	"31"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	127	1826341	7.0
	"Nebraska"	"31"	"2011"	"2011"	"Drug-induced causes"	"D"	148	1842641	8.0
	"Nebraska"	"31"	"2011"	"2011"	"Alcohol-induced causes"	"A"	22	1842641	1.2
	"Nebraska"	"31"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	138	1842641	7.5
	"Nebraska"	"31"	"2012"	"2012"	"Drug-induced causes"	"D"	154	1855525	8.3
	"Nebraska"	"31"	"2012"	"2012"	"Alcohol-induced causes"	"A"	14	1855525	Unreliable
	"Nebraska"	"31"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	152	1855525	8.2
	"Nebraska"	"31"	"2013"	"2013"	"Drug-induced causes"	"D"	137	1868516	7.3
	"Nebraska"	"31"	"2013"	"2013"	"Alcohol-induced causes"	"A"	24	1868516	1.3
	"Nebraska"	"31"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	128	1868516	6.9
	"Nebraska"	"31"	"2014"	"2014"	"Drug-induced causes"	"D"	140	1881503	7.4
	"Nebraska"	"31"	"2014"	"2014"	"Alcohol-induced causes"	"A"	23	1881503	1.2
	"Nebraska"	"31"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	138	1881503	7.3
	"Nebraska"	"31"	"2015"	"2015"	"Drug-induced causes"	"D"	139	1896190	7.3
	"Nebraska"	"31"	"2015"	"2015"	"Alcohol-induced causes"	"A"	17	1896190	Unreliable
	"Nebraska"	"31"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	135	1896190	7.1
	"Nebraska"	"31"	"2016"	"2016"	"Drug-induced causes"	"D"	146	1907116	7.7
	"Nebraska"	"31"	"2016"	"2016"	"Alcohol-induced causes"	"A"	14	1907116	Unreliable
	"Nebraska"	"31"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	139	1907116	7.3
	"Nebraska"	"31"	"2017"	"2017"	"Drug-induced causes"	"D"	163	1920076	8.5
	"Nebraska"	"31"	"2017"	"2017"	"Alcohol-induced causes"	"A"	28	1920076	1.5
	"Nebraska"	"31"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	161	1920076	8.4
	"Nebraska"	"31"	"2018"	"2018"	"Drug-induced causes"	"D"	171	1929268	8.9
	"Nebraska"	"31"	"2018"	"2018"	"Alcohol-induced causes"	"A"	29	1929268	1.5
	"Nebraska"	"31"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	168	1929268	8.7
	"Nebraska"	"31"	"2019"	"2019"	"Drug-induced causes"	"D"	180	1934408	9.3
	"Nebraska"	"31"	"2019"	"2019"	"Alcohol-induced causes"	"A"	40	1934408	2.1
	"Nebraska"	"31"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	174	1934408	9.0
	"Nevada"	"32"	"1999"	"1999"	"Drug-induced causes"	"D"	236	1934718	12.2
	"Nevada"	"32"	"1999"	"1999"	"Alcohol-induced causes"	"A"	10	1934718	Unreliable
	"Nevada"	"32"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	236	1934718	12.2
	"Nevada"	"32"	"2000"	"2000"	"Drug-induced causes"	"D"	281	1998257	14.1
	"Nevada"	"32"	"2000"	"2000"	"Alcohol-induced causes"	"A"	39	1998257	2.0
	"Nevada"	"32"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	281	1998257	14.1
	"Nevada"	"32"	"2001"	"2001"	"Drug-induced causes"	"D"	268	2098399	12.8
	"Nevada"	"32"	"2001"	"2001"	"Alcohol-induced causes"	"A"	38	2098399	1.8
	"Nevada"	"32"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	267	2098399	12.7
	"Nevada"	"32"	"2002"	"2002"	"Drug-induced causes"	"D"	332	2173791	15.3
	"Nevada"	"32"	"2002"	"2002"	"Alcohol-induced causes"	"A"	46	2173791	2.1
	"Nevada"	"32"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	331	2173791	15.2
	"Nevada"	"32"	"2003"	"2003"	"Drug-induced causes"	"D"	350	2248850	15.6
	"Nevada"	"32"	"2003"	"2003"	"Alcohol-induced causes"	"A"	62	2248850	2.8
	"Nevada"	"32"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	349	2248850	15.5
	"Nevada"	"32"	"2004"	"2004"	"Drug-induced causes"	"D"	395	2346222	16.8
	"Nevada"	"32"	"2004"	"2004"	"Alcohol-induced causes"	"A"	51	2346222	2.2
	"Nevada"	"32"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	392	2346222	16.7
	"Nevada"	"32"	"2005"	"2005"	"Drug-induced causes"	"D"	464	2432143	19.1
	"Nevada"	"32"	"2005"	"2005"	"Alcohol-induced causes"	"A"	50	2432143	2.1
	"Nevada"	"32"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	464	2432143	19.1
	"Nevada"	"32"	"2006"	"2006"	"Drug-induced causes"	"D"	471	2522658	18.7
	"Nevada"	"32"	"2006"	"2006"	"Alcohol-induced causes"	"A"	64	2522658	2.5
	"Nevada"	"32"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	471	2522658	18.7
	"Nevada"	"32"	"2007"	"2007"	"Drug-induced causes"	"D"	515	2601072	19.8
	"Nevada"	"32"	"2007"	"2007"	"Alcohol-induced causes"	"A"	59	2601072	2.3
	"Nevada"	"32"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	513	2601072	19.7
	"Nevada"	"32"	"2008"	"2008"	"Drug-induced causes"	"D"	529	2653630	19.9
	"Nevada"	"32"	"2008"	"2008"	"Alcohol-induced causes"	"A"	83	2653630	3.1
	"Nevada"	"32"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	528	2653630	19.9
	"Nevada"	"32"	"2009"	"2009"	"Drug-induced causes"	"D"	555	2684665	20.7
	"Nevada"	"32"	"2009"	"2009"	"Alcohol-induced causes"	"A"	78	2684665	2.9
	"Nevada"	"32"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	554	2684665	20.6
	"Nevada"	"32"	"2010"	"2010"	"Drug-induced causes"	"D"	581	2700551	21.5
	"Nevada"	"32"	"2010"	"2010"	"Alcohol-induced causes"	"A"	77	2700551	2.9
	"Nevada"	"32"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	580	2700551	21.5
	"Nevada"	"32"	"2011"	"2011"	"Drug-induced causes"	"D"	642	2723322	23.6
	"Nevada"	"32"	"2011"	"2011"	"Alcohol-induced causes"	"A"	96	2723322	3.5
	"Nevada"	"32"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	642	2723322	23.6
	"Nevada"	"32"	"2012"	"2012"	"Drug-induced causes"	"D"	611	2758931	22.1
	"Nevada"	"32"	"2012"	"2012"	"Alcohol-induced causes"	"A"	91	2758931	3.3
	"Nevada"	"32"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	611	2758931	22.1
	"Nevada"	"32"	"2013"	"2013"	"Drug-induced causes"	"D"	622	2790136	22.3
	"Nevada"	"32"	"2013"	"2013"	"Alcohol-induced causes"	"A"	79	2790136	2.8
	"Nevada"	"32"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	622	2790136	22.3
	"Nevada"	"32"	"2014"	"2014"	"Drug-induced causes"	"D"	555	2839099	19.5
	"Nevada"	"32"	"2014"	"2014"	"Alcohol-induced causes"	"A"	69	2839099	2.4
	"Nevada"	"32"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	554	2839099	19.5
	"Nevada"	"32"	"2015"	"2015"	"Drug-induced causes"	"D"	629	2890845	21.8
	"Nevada"	"32"	"2015"	"2015"	"Alcohol-induced causes"	"A"	95	2890845	3.3
	"Nevada"	"32"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	629	2890845	21.8
	"Nevada"	"32"	"2016"	"2016"	"Drug-induced causes"	"D"	678	2940058	23.1
	"Nevada"	"32"	"2016"	"2016"	"Alcohol-induced causes"	"A"	85	2940058	2.9
	"Nevada"	"32"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	677	2940058	23.0
	"Nevada"	"32"	"2017"	"2017"	"Drug-induced causes"	"D"	698	2998039	23.3
	"Nevada"	"32"	"2017"	"2017"	"Alcohol-induced causes"	"A"	90	2998039	3.0
	"Nevada"	"32"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	696	2998039	23.2
	"Nevada"	"32"	"2018"	"2018"	"Drug-induced causes"	"D"	712	3034392	23.5
	"Nevada"	"32"	"2018"	"2018"	"Alcohol-induced causes"	"A"	105	3034392	3.5
	"Nevada"	"32"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	712	3034392	23.5
	"Nevada"	"32"	"2019"	"2019"	"Drug-induced causes"	"D"	690	3080156	22.4
	"Nevada"	"32"	"2019"	"2019"	"Alcohol-induced causes"	"A"	114	3080156	3.7
	"Nevada"	"32"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	681	3080156	22.1
	"New Hampshire"	"33"	"1999"	"1999"	"Drug-induced causes"	"D"	62	1222014	5.1
	"New Hampshire"	"33"	"1999"	"1999"	"Alcohol-induced causes"	"A"	12	1222014	Unreliable
	"New Hampshire"	"33"	"1999"	"1999"	"All other non-drug and non-alcohol causes"	"O"	61	1222014	5.0
	"New Hampshire"	"33"	"2000"	"2000"	"Drug-induced causes"	"D"	49	1235786	4.0
	"New Hampshire"	"33"	"2000"	"2000"	"Alcohol-induced causes"	"A"	13	1235786	Unreliable
	"New Hampshire"	"33"	"2000"	"2000"	"All other non-drug and non-alcohol causes"	"O"	48	1235786	3.9
	"New Hampshire"	"33"	"2001"	"2001"	"Drug-induced causes"	"D"	83	1255517	6.6
	"New Hampshire"	"33"	"2001"	"2001"	"All other non-drug and non-alcohol causes"	"O"	83	1255517	6.6
	"New Hampshire"	"33"	"2002"	"2002"	"Drug-induced causes"	"D"	114	1269089	9.0
	"New Hampshire"	"33"	"2002"	"2002"	"Alcohol-induced causes"	"A"	16	1269089	Unreliable
	"New Hampshire"	"33"	"2002"	"2002"	"All other non-drug and non-alcohol causes"	"O"	114	1269089	9.0
	"New Hampshire"	"33"	"2003"	"2003"	"Drug-induced causes"	"D"	137	1279840	10.7
	"New Hampshire"	"33"	"2003"	"2003"	"Alcohol-induced causes"	"A"	33	1279840	2.6
	"New Hampshire"	"33"	"2003"	"2003"	"All other non-drug and non-alcohol causes"	"O"	136	1279840	10.6
	"New Hampshire"	"33"	"2004"	"2004"	"Drug-induced causes"	"D"	128	1290121	9.9
	"New Hampshire"	"33"	"2004"	"2004"	"All other non-drug and non-alcohol causes"	"O"	128	1290121	9.9
	"New Hampshire"	"33"	"2005"	"2005"	"Drug-induced causes"	"D"	152	1298492	11.7
	"New Hampshire"	"33"	"2005"	"2005"	"Alcohol-induced causes"	"A"	24	1298492	1.8
	"New Hampshire"	"33"	"2005"	"2005"	"All other non-drug and non-alcohol causes"	"O"	151	1298492	11.6
	"New Hampshire"	"33"	"2006"	"2006"	"Drug-induced causes"	"D"	160	1308389	12.2
	"New Hampshire"	"33"	"2006"	"2006"	"Alcohol-induced causes"	"A"	32	1308389	2.4
	"New Hampshire"	"33"	"2006"	"2006"	"All other non-drug and non-alcohol causes"	"O"	159	1308389	12.2
	"New Hampshire"	"33"	"2007"	"2007"	"Drug-induced causes"	"D"	187	1312540	14.2
	"New Hampshire"	"33"	"2007"	"2007"	"Alcohol-induced causes"	"A"	33	1312540	2.5
	"New Hampshire"	"33"	"2007"	"2007"	"All other non-drug and non-alcohol causes"	"O"	187	1312540	14.2
	"New Hampshire"	"33"	"2008"	"2008"	"Drug-induced causes"	"D"	129	1315906	9.8
	"New Hampshire"	"33"	"2008"	"2008"	"Alcohol-induced causes"	"A"	20	1315906	1.5
	"New Hampshire"	"33"	"2008"	"2008"	"All other non-drug and non-alcohol causes"	"O"	129	1315906	9.8
	"New Hampshire"	"33"	"2009"	"2009"	"Drug-induced causes"	"D"	172	1316102	13.1
	"New Hampshire"	"33"	"2009"	"2009"	"Alcohol-induced causes"	"A"	29	1316102	2.2
	"New Hampshire"	"33"	"2009"	"2009"	"All other non-drug and non-alcohol causes"	"O"	172	1316102	13.1
	"New Hampshire"	"33"	"2010"	"2010"	"Drug-induced causes"	"D"	164	1316470	12.5
	"New Hampshire"	"33"	"2010"	"2010"	"Alcohol-induced causes"	"A"	25	1316470	1.9
	"New Hampshire"	"33"	"2010"	"2010"	"All other non-drug and non-alcohol causes"	"O"	162	1316470	12.3
	"New Hampshire"	"33"	"2011"	"2011"	"Drug-induced causes"	"D"	212	1318194	16.1
	"New Hampshire"	"33"	"2011"	"2011"	"Alcohol-induced causes"	"A"	39	1318194	3.0
	"New Hampshire"	"33"	"2011"	"2011"	"All other non-drug and non-alcohol causes"	"O"	212	1318194	16.1
	"New Hampshire"	"33"	"2012"	"2012"	"Drug-induced causes"	"D"	177	1320718	13.4
	"New Hampshire"	"33"	"2012"	"2012"	"Alcohol-induced causes"	"A"	41	1320718	3.1
	"New Hampshire"	"33"	"2012"	"2012"	"All other non-drug and non-alcohol causes"	"O"	174	1320718	13.2
	"New Hampshire"	"33"	"2013"	"2013"	"Drug-induced causes"	"D"	217	1323459	16.4
	"New Hampshire"	"33"	"2013"	"2013"	"Alcohol-induced causes"	"A"	28	1323459	2.1
	"New Hampshire"	"33"	"2013"	"2013"	"All other non-drug and non-alcohol causes"	"O"	214	1323459	16.2
	"New Hampshire"	"33"	"2014"	"2014"	"Drug-induced causes"	"D"	348	1326813	26.2
	"New Hampshire"	"33"	"2014"	"2014"	"Alcohol-induced causes"	"A"	34	1326813	2.6
	"New Hampshire"	"33"	"2014"	"2014"	"All other non-drug and non-alcohol causes"	"O"	346	1326813	26.1
	"New Hampshire"	"33"	"2015"	"2015"	"Drug-induced causes"	"D"	433	1330608	32.5
	"New Hampshire"	"33"	"2015"	"2015"	"Alcohol-induced causes"	"A"	48	1330608	3.6
	"New Hampshire"	"33"	"2015"	"2015"	"All other non-drug and non-alcohol causes"	"O"	430	1330608	32.3
	"New Hampshire"	"33"	"2016"	"2016"	"Drug-induced causes"	"D"	495	1334795	37.1
	"New Hampshire"	"33"	"2016"	"2016"	"Alcohol-induced causes"	"A"	51	1334795	3.8
	"New Hampshire"	"33"	"2016"	"2016"	"All other non-drug and non-alcohol causes"	"O"	494	1334795	37.0
	"New Hampshire"	"33"	"2017"	"2017"	"Drug-induced causes"	"D"	479	1342795	35.7
	"New Hampshire"	"33"	"2017"	"2017"	"Alcohol-induced causes"	"A"	54	1342795	4.0
	"New Hampshire"	"33"	"2017"	"2017"	"All other non-drug and non-alcohol causes"	"O"	477	1342795	35.5
	"New Hampshire"	"33"	"2018"	"2018"	"Drug-induced causes"	"D"	472	1356458	34.8
	"New Hampshire"	"33"	"2018"	"2018"	"Alcohol-induced causes"	"A"	63	1356458	4.6
	"New Hampshire"	"33"	"2018"	"2018"	"All other non-drug and non-alcohol causes"	"O"	470	1356458	34.6
	"New Hampshire"	"33"	"2019"	"2019"	"Drug-induced causes"	"D"	420	1359711	30.9
	"New Hampshire"	"33"	"2019"	"2019"	"Alcohol-induced causes"	"A"	64	1359711	4.7
	"New Hampshire"	"33"	"2019"	"2019"	"All other non-drug and non-alcohol causes"	"O"	419	1359711	30.8
