"","Year","State","MCD...Drug.Alcohol.Induced.Cause.Code","Cause","Gender","Deaths","Population","Crude.Rate"
"2770",2008,"Utah","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",131,1337398,"9.8"
"2771",2008,"Utah","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",31,1325631,"2.3"
"2772",2008,"Utah","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",37,1337398,"2.8"
"2773",2008,"Utah","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",106,1325631,"8.0"
"2774",2008,"Utah","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",127,1337398,"9.5"
"2775",2008,"Vermont","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",16,316722,"Unreliable"
"2776",2008,"Vermont","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",44,307429,"14.3"
"2777",2008,"Vermont","D2",NA,NA,0,NA,NA
"2778",2008,"Vermont","D4",NA,NA,0,NA,NA
"2779",2008,"Virginia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",220,3988983,"5.5"
"2780",2008,"Virginia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",372,3844513,"9.7"
"2781",2008,"Virginia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",76,3988983,"1.9"
"2782",2008,"Virginia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",66,3844513,"1.7"
"2783",2008,"Virginia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",15,3988983,"Unreliable"
"2784",2008,"Virginia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",10,3844513,"Unreliable"
"2785",2008,"Washington","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",343,3293162,"10.4"
"2786",2008,"Washington","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",510,3269069,"15.6"
"2787",2008,"Washington","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",78,3293162,"2.4"
"2788",2008,"Washington","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",76,3269069,"2.3"
"2789",2008,"Washington","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",34,3293162,"1.0"
"2790",2008,"Washington","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",37,3269069,"1.1"
"2791",2008,"West Virginia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",147,934911,"15.7"
"2792",2008,"West Virginia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",277,905399,"30.6"
"2793",2008,"West Virginia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",20,934911,"2.1"
"2794",2008,"West Virginia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",14,905399,"Unreliable"
"2795",2008,"West Virginia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",13,934911,"Unreliable"
"2796",2008,"West Virginia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",23,905399,"2.5"
"2797",2008,"Wisconsin","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",156,2842268,"5.5"
"2798",2008,"Wisconsin","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",300,2798728,"10.7"
"2799",2008,"Wisconsin","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",73,2842268,"2.6"
"2800",2008,"Wisconsin","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",54,2798728,"1.9"
"2801",2008,"Wisconsin","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",15,2842268,"Unreliable"
"2802",2008,"Wisconsin","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",24,2798728,"0.9"
"2803",2008,"Wyoming","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",30,267982,"11.2"
"2804",2008,"Wyoming","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",44,278061,"15.8"
"2805",2008,"Wyoming","D2",NA,NA,0,NA,NA
"2806",2008,"Wyoming","D4",NA,NA,0,NA,NA
"2807",2009,"Alabama","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",251,2448159,"10.3"
"2808",2009,"Alabama","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",310,2309779,"13.4"
"2809",2009,"Alabama","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",27,2448159,"1.1"
"2810",2009,"Alabama","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",26,2309779,"1.1"
"2811",2009,"Alabama","D3",NA,NA,0,NA,NA
"2812",2009,"Alabama","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",22,2448159,"0.9"
"2813",2009,"Alabama","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",17,2309779,"Unreliable"
"2814",2009,"Alaska","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",41,337002,"12.2"
"2815",2009,"Alaska","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",68,361893,"18.8"
"2816",2009,"Alaska","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",12,337002,"Unreliable"
"2817",2009,"Alaska","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",10,361893,"Unreliable"
"2818",2009,"Alaska","D3",NA,NA,0,NA,NA
"2819",2009,"Alaska","D4",NA,NA,0,NA,NA
"2820",2009,"Arizona","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",300,3189908,"9.4"
"2821",2009,"Arizona","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",526,3153246,"16.7"
"2822",2009,"Arizona","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",98,3189908,"3.1"
"2823",2009,"Arizona","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",82,3153246,"2.6"
"2824",2009,"Arizona","D3",NA,NA,0,NA,NA
"2825",2009,"Arizona","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",38,3189908,"1.2"
"2826",2009,"Arizona","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",37,3153246,"1.2"
"2827",2009,"Arkansas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",103,1475013,"7.0"
"2828",2009,"Arkansas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",151,1421830,"10.6"
"2829",2009,"Arkansas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",23,1475013,"1.6"
"2830",2009,"Arkansas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",21,1421830,"1.5"
"2831",2009,"Arkansas","D3",NA,NA,0,NA,NA
"2832",2009,"Arkansas","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",52,1475013,"3.5"
"2833",2009,"Arkansas","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",59,1421830,"4.1"
"2834",2009,"California","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",1378,18583075,"7.4"
"2835",2009,"California","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",2467,18378154,"13.4"
"2836",2009,"California","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",368,18583075,"2.0"
"2837",2009,"California","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",338,18378154,"1.8"
"2838",2009,"California","D3","Drug poisonings (overdose) Homicide (X85)","Female",10,18583075,"Unreliable"
"2839",2009,"California","D3","Drug poisonings (overdose) Homicide (X85)","Male",18,18378154,"Unreliable"
"2840",2009,"California","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",76,18583075,"0.4"
"2841",2009,"California","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",99,18378154,"0.5"
"2842",2009,"Colorado","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",237,2480710,"9.6"
"2843",2009,"Colorado","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",378,2491485,"15.2"
"2844",2009,"Colorado","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",80,2480710,"3.2"
"2845",2009,"Colorado","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",74,2491485,"3.0"
"2846",2009,"Colorado","D3",NA,NA,0,NA,NA
"2847",2009,"Colorado","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",31,2480710,"1.2"
"2848",2009,"Colorado","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",35,2491485,"1.4"
"2849",2009,"Connecticut","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",100,1828779,"5.5"
"2850",2009,"Connecticut","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",227,1733028,"13.1"
"2851",2009,"Connecticut","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",29,1828779,"1.6"
"2852",2009,"Connecticut","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",27,1733028,"1.6"
"2853",2009,"Connecticut","D3",NA,NA,0,NA,NA
"2854",2009,"Connecticut","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",14,1733028,"Unreliable"
"2855",2009,"Delaware","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",48,459795,"10.4"
"2856",2009,"Delaware","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",75,431935,"17.4"
"2857",2009,"Delaware","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",13,459795,"Unreliable"
"2858",2009,"Delaware","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",11,431935,"Unreliable"
"2859",2009,"Delaware","D3",NA,NA,0,NA,NA
"2860",2009,"Delaware","D4",NA,NA,0,NA,NA
"2861",2009,"District of Columbia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",12,280400,"Unreliable"
"2862",2009,"District of Columbia","D2",NA,NA,0,NA,NA
"2863",2009,"District of Columbia","D3",NA,NA,0,NA,NA
"2864",2009,"District of Columbia","D4",NA,NA,0,NA,NA
"2865",2009,"Florida","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",951,9534289,"10.0"
"2866",2009,"Florida","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",1753,9118355,"19.2"
"2867",2009,"Florida","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",234,9534289,"2.5"
"2868",2009,"Florida","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",258,9118355,"2.8"
"2869",2009,"Florida","D3",NA,NA,0,NA,NA
"2870",2009,"Florida","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",69,9534289,"0.7"
"2871",2009,"Florida","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",58,9118355,"0.6"
"2872",2009,"Georgia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",368,4917756,"7.5"
"2873",2009,"Georgia","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",539,4703090,"11.5"
"2874",2009,"Georgia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",67,4917756,"1.4"
"2875",2009,"Georgia","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",42,4703090,"0.9"
"2876",2009,"Georgia","D3",NA,NA,0,NA,NA
"2877",2009,"Georgia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",25,4917756,"0.5"
"2878",2009,"Georgia","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",22,4703090,"0.5"
"2879",2009,"Hawaii","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",14,673075,"Unreliable"
"2880",2009,"Hawaii","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",87,673642,"12.9"
"2881",2009,"Hawaii","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",12,673642,"Unreliable"
"2882",2009,"Hawaii","D3",NA,NA,0,NA,NA
"2883",2009,"Hawaii","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",12,673075,"Unreliable"
"2884",2009,"Hawaii","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",18,673642,"Unreliable"
"2885",2009,"Idaho","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",58,775398,"7.5"
"2886",2009,"Idaho","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",50,779041,"6.4"
"2887",2009,"Idaho","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",30,775398,"3.9"
"2888",2009,"Idaho","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",18,779041,"Unreliable"
"2889",2009,"Idaho","D3",NA,NA,0,NA,NA
"2890",2009,"Idaho","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",15,775398,"Unreliable"
"2891",2009,"Idaho","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",14,779041,"Unreliable"
"2892",2009,"Illinois","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",363,6520723,"5.6"
"2893",2009,"Illinois","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",907,6276055,"14.5"
"2894",2009,"Illinois","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",107,6520723,"1.6"
"2895",2009,"Illinois","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",93,6276055,"1.5"
"2896",2009,"Illinois","D3",NA,NA,0,NA,NA
"2897",2009,"Illinois","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",23,6520723,"0.4"
"2898",2009,"Illinois","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",38,6276055,"0.6"
"2899",2009,"Indiana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",277,3281477,"8.4"
"2900",2009,"Indiana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",467,3177848,"14.7"
"2901",2009,"Indiana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",49,3281477,"1.5"
"2902",2009,"Indiana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",53,3177848,"1.7"
"2903",2009,"Indiana","D3",NA,NA,0,NA,NA
"2904",2009,"Indiana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",37,3281477,"1.1"
"2905",2009,"Indiana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",65,3177848,"2.0"
"2906",2009,"Iowa","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",56,1532739,"3.7"
"2907",2009,"Iowa","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",108,1500131,"7.2"
"2908",2009,"Iowa","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",27,1532739,"1.8"
"2909",2009,"Iowa","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",29,1500131,"1.9"
"2910",2009,"Iowa","D3",NA,NA,0,NA,NA
"2911",2009,"Iowa","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",11,1532739,"Unreliable"
"2912",2009,"Kansas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",106,1428139,"7.4"
"2913",2009,"Kansas","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",153,1404565,"10.9"
"2914",2009,"Kansas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",29,1428139,"2.0"
"2915",2009,"Kansas","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",32,1404565,"2.3"
"2916",2009,"Kansas","D3",NA,NA,0,NA,NA
"2917",2009,"Kansas","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",15,1428139,"Unreliable"
"2918",2009,"Kentucky","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",242,2193136,"11.0"
"2919",2009,"Kentucky","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",446,2123938,"21.0"
"2920",2009,"Kentucky","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",35,2193136,"1.6"
"2921",2009,"Kentucky","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",30,2123938,"1.4"
"2922",2009,"Kentucky","D3",NA,NA,0,NA,NA
"2923",2009,"Kentucky","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",36,2193136,"1.6"
"2924",2009,"Kentucky","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",45,2123938,"2.1"
"2925",2009,"Louisiana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",193,2295199,"8.4"
"2926",2009,"Louisiana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",354,2196449,"16.1"
"2927",2009,"Louisiana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",20,2295199,"0.9"
"2928",2009,"Louisiana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",17,2196449,"Unreliable"
"2929",2009,"Louisiana","D3",NA,NA,0,NA,NA
"2930",2009,"Louisiana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",33,2295199,"1.4"
"2931",2009,"Louisiana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",46,2196449,"2.1"
"2932",2009,"Maine","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",52,678694,"7.7"
"2933",2009,"Maine","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",89,650896,"13.7"
"2934",2009,"Maine","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",20,678694,"2.9"
"2935",2009,"Maine","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",19,650896,"Unreliable"
"2936",2009,"Maine","D3",NA,NA,0,NA,NA
"2937",2009,"Maine","D4",NA,NA,0,NA,NA
"2938",2009,"Maryland","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",32,2960001,"1.1"
"2939",2009,"Maryland","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",52,2770387,"1.9"
"2940",2009,"Maryland","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",26,2960001,"0.9"
"2941",2009,"Maryland","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",34,2770387,"1.2"
"2942",2009,"Maryland","D3",NA,NA,0,NA,NA
"2943",2009,"Maryland","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",182,2960001,"6.1"
"2944",2009,"Maryland","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",448,2770387,"16.2"
"2945",2009,"Massachusetts","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",209,3365859,"6.2"
"2946",2009,"Massachusetts","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",514,3151754,"16.3"
"2947",2009,"Massachusetts","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",36,3365859,"1.1"
"2948",2009,"Massachusetts","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",48,3151754,"1.5"
"2949",2009,"Massachusetts","D3",NA,NA,0,NA,NA
"2950",2009,"Massachusetts","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",20,3365859,"0.6"
"2951",2009,"Massachusetts","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",20,3151754,"0.6"
"2952",2009,"Michigan","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",365,5044338,"7.2"
"2953",2009,"Michigan","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",679,4857253,"14.0"
"2954",2009,"Michigan","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",92,5044338,"1.8"
"2955",2009,"Michigan","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",96,4857253,"2.0"
"2956",2009,"Michigan","D3",NA,NA,0,NA,NA
"2957",2009,"Michigan","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",107,5044338,"2.1"
"2958",2009,"Michigan","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",142,4857253,"2.9"
"2959",2009,"Minnesota","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",89,2659958,"3.3"
"2960",2009,"Minnesota","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",215,2621245,"8.2"
"2961",2009,"Minnesota","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",48,2659958,"1.8"
"2962",2009,"Minnesota","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",33,2621245,"1.3"
"2963",2009,"Minnesota","D3",NA,NA,0,NA,NA
"2964",2009,"Minnesota","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",27,2659958,"1.0"
"2965",2009,"Minnesota","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",26,2621245,"1.0"
"2966",2009,"Mississippi","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",115,1522000,"7.6"
"2967",2009,"Mississippi","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",166,1436774,"11.6"
"2968",2009,"Mississippi","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",12,1522000,"Unreliable"
"2969",2009,"Mississippi","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",15,1436774,"Unreliable"
"2970",2009,"Mississippi","D3",NA,NA,0,NA,NA
"2971",2009,"Mississippi","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",16,1522000,"Unreliable"
"2972",2009,"Mississippi","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",17,1436774,"Unreliable"
"2973",2009,"Missouri","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",254,3042021,"8.3"
"2974",2009,"Missouri","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",512,2919067,"17.5"
"2975",2009,"Missouri","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",74,3042021,"2.4"
"2976",2009,"Missouri","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",55,2919067,"1.9"
"2977",2009,"Missouri","D3",NA,NA,0,NA,NA
"2978",2009,"Missouri","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",19,3042021,"Unreliable"
"2979",2009,"Missouri","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",21,2919067,"0.7"
"2980",2009,"Montana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",47,490122,"9.6"
"2981",2009,"Montana","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",51,493860,"10.3"
"2982",2009,"Montana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",19,490122,"Unreliable"
"2983",2009,"Montana","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",13,493860,"Unreliable"
"2984",2009,"Montana","D3",NA,NA,0,NA,NA
"2985",2009,"Montana","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",11,493860,"Unreliable"
"2986",2009,"Nebraska","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",45,913619,"4.9"
"2987",2009,"Nebraska","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",44,899064,"4.9"
"2988",2009,"Nebraska","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",10,913619,"Unreliable"
"2989",2009,"Nebraska","D3",NA,NA,0,NA,NA
"2990",2009,"Nebraska","D4",NA,NA,0,NA,NA
"2991",2009,"Nevada","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",218,1327618,"16.4"
"2992",2009,"Nevada","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",311,1357047,"22.9"
"2993",2009,"Nevada","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",49,1327618,"3.7"
"2994",2009,"Nevada","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",41,1357047,"3.0"
"2995",2009,"Nevada","D3",NA,NA,0,NA,NA
"2996",2009,"Nevada","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",12,1327618,"Unreliable"
"2997",2009,"New Hampshire","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",42,666875,"6.3"
"2998",2009,"New Hampshire","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",87,649227,"13.4"
"2999",2009,"New Hampshire","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",10,666875,"Unreliable"
"3000",2009,"New Hampshire","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",16,649227,"Unreliable"
"3001",2009,"New Hampshire","D3",NA,NA,0,NA,NA
"3002",2009,"New Hampshire","D4",NA,NA,0,NA,NA
"3003",2009,"New Jersey","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",69,4493506,"1.5"
"3004",2009,"New Jersey","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",171,4262096,"4.0"
"3005",2009,"New Jersey","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",23,4493506,"0.5"
"3006",2009,"New Jersey","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",17,4262096,"Unreliable"
"3007",2009,"New Jersey","D3",NA,NA,0,NA,NA
"3008",2009,"New Jersey","D4",NA,NA,0,NA,NA
"3009",2009,"New Mexico","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",136,1031238,"13.2"
"3010",2009,"New Mexico","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",253,1005564,"25.2"
"3011",2009,"New Mexico","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",34,1031238,"3.3"
"3012",2009,"New Mexico","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",25,1005564,"2.5"
"3013",2009,"New Mexico","D3",NA,NA,0,NA,NA
"3014",2009,"New Mexico","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",14,1031238,"Unreliable"
"3015",2009,"New Mexico","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",13,1005564,"Unreliable"
"3016",2009,"New York","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",421,9966620,"4.2"
"3017",2009,"New York","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",913,9340446,"9.8"
"3018",2009,"New York","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",113,9966620,"1.1"
"3019",2009,"New York","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",134,9340446,"1.4"
"3020",2009,"New York","D3",NA,NA,0,NA,NA
"3021",2009,"New York","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",66,9966620,"0.7"
"3022",2009,"New York","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",78,9340446,"0.8"
"3023",2009,"North Carolina","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",383,4846501,"7.9"
"3024",2009,"North Carolina","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",618,4603065,"13.4"
"3025",2009,"North Carolina","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",83,4846501,"1.7"
"3026",2009,"North Carolina","D2","Drug poisonings (overdose) Suicide (X60-X64)","Male",92,4603065,"2.0"
"3027",2009,"North Carolina","D3",NA,NA,0,NA,NA
"3028",2009,"North Carolina","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Female",41,4846501,"0.8"
"3029",2009,"North Carolina","D4","Drug poisonings (overdose) Undetermined (Y10-Y14)","Male",29,4603065,"0.6"
"3030",2009,"North Dakota","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",10,329674,"Unreliable"
"3031",2009,"North Dakota","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",16,335294,"Unreliable"
"3032",2009,"North Dakota","D2",NA,NA,0,NA,NA
"3033",2009,"North Dakota","D3",NA,NA,0,NA,NA
"3034",2009,"North Dakota","D4",NA,NA,0,NA,NA
"3035",2009,"Ohio","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Female",427,5902018,"7.2"
"3036",2009,"Ohio","D1","Drug poisonings (overdose) Unintentional (X40-X44)","Male",731,5626878,"13.0"
"3037",2009,"Ohio","D2","Drug poisonings (overdose) Suicide (X60-X64)","Female",81,5902018,"1.4"
