"Notes"	"State"	"State Code"	"Year"	"Year Code"	"MCD - Drug/Alcohol Induced Cause"	"MCD - Drug/Alcohol Induced Cause Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Montana"	"30"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	11	452278	Unreliable
	"Montana"	"30"	"2001"	"2001"	"All other drug-induced causes"	"D9"	"Female"	"F"	57	454683	12.5
	"Montana"	"30"	"2001"	"2001"	"All other drug-induced causes"	"D9"	"Male"	"M"	98	452278	21.7
	"Montana"	"30"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	15	456712	Unreliable
	"Montana"	"30"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	22	454955	4.8
	"Montana"	"30"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	11	456712	Unreliable
	"Montana"	"30"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	15	454955	Unreliable
	"Montana"	"30"	"2002"	"2002"	"All other drug-induced causes"	"D9"	"Female"	"F"	67	456712	14.7
	"Montana"	"30"	"2002"	"2002"	"All other drug-induced causes"	"D9"	"Male"	"M"	93	454955	20.4
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	24	460116	5.2
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	27	459514	5.9
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	13	460116	Unreliable
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	12	460116	Unreliable
	"Montana"	"30"	"2003"	"2003"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	20	459514	4.4
	"Montana"	"30"	"2003"	"2003"	"All other drug-induced causes"	"D9"	"Female"	"F"	670	460116	145.6
	"Montana"	"30"	"2003"	"2003"	"All other drug-induced causes"	"D9"	"Male"	"M"	951	459514	207.0
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	27	465000	5.8
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	31	465009	6.7
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	12	465000	Unreliable
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	15	465009	Unreliable
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	11	465000	Unreliable
	"Montana"	"30"	"2004"	"2004"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	11	465009	Unreliable
	"Montana"	"30"	"2004"	"2004"	"All other drug-induced causes"	"D9"	"Female"	"F"	690	465000	148.4
	"Montana"	"30"	"2004"	"2004"	"All other drug-induced causes"	"D9"	"Male"	"M"	992	465009	213.3
	"Montana"	"30"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	24	469780	5.1
	"Montana"	"30"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	37	470322	7.9
	"Montana"	"30"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	13	469780	Unreliable
	"Montana"	"30"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	12	470322	Unreliable
	"Montana"	"30"	"2005"	"2005"	"All other drug-induced causes"	"D9"	"Female"	"F"	751	469780	159.9
	"Montana"	"30"	"2005"	"2005"	"All other drug-induced causes"	"D9"	"Male"	"M"	1057	470322	224.7
	"Montana"	"30"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	18	475341	Unreliable
	"Montana"	"30"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	44	477351	9.2
	"Montana"	"30"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	10	475341	Unreliable
	"Montana"	"30"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	14	477351	Unreliable
	"Montana"	"30"	"2006"	"2006"	"All other drug-induced causes"	"D9"	"Female"	"F"	711	475341	149.6
	"Montana"	"30"	"2006"	"2006"	"All other drug-induced causes"	"D9"	"Male"	"M"	1021	477351	213.9
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	31	480939	6.4
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	44	483767	9.1
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	14	480939	Unreliable
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	16	483767	Unreliable
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	10	480939	Unreliable
	"Montana"	"30"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	12	483767	Unreliable
	"Montana"	"30"	"2007"	"2007"	"All other drug-induced causes"	"D9"	"Female"	"F"	741	480939	154.1
	"Montana"	"30"	"2007"	"2007"	"All other drug-induced causes"	"D9"	"Male"	"M"	1026	483767	212.1
	"Montana"	"30"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	40	486477	8.2
	"Montana"	"30"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	59	489938	12.0
	"Montana"	"30"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	15	486477	Unreliable
	"Montana"	"30"	"2008"	"2008"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	15	489938	Unreliable
	"Montana"	"30"	"2008"	"2008"	"All other drug-induced causes"	"D9"	"Female"	"F"	745	486477	153.1
	"Montana"	"30"	"2008"	"2008"	"All other drug-induced causes"	"D9"	"Male"	"M"	1120	489938	228.6
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	47	490122	9.6
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	51	493860	10.3
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	19	490122	Unreliable
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	13	493860	Unreliable
	"Montana"	"30"	"2009"	"2009"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	11	493860	Unreliable
	"Montana"	"30"	"2009"	"2009"	"All other drug-induced causes"	"D9"	"Female"	"F"	705	490122	143.8
	"Montana"	"30"	"2009"	"2009"	"All other drug-induced causes"	"D9"	"Male"	"M"	1016	493860	205.7
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	27	492748	5.5
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	44	496667	8.9
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	16	492748	Unreliable
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	16	496667	Unreliable
	"Montana"	"30"	"2010"	"2010"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	15	492748	Unreliable
	"Montana"	"30"	"2010"	"2010"	"All other drug-induced causes"	"D9"	"Female"	"F"	726	492748	147.3
	"Montana"	"30"	"2010"	"2010"	"All other drug-induced causes"	"D9"	"Male"	"M"	1027	496667	206.8
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	43	496966	8.7
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	50	501233	10.0
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	18	496966	Unreliable
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	16	496966	Unreliable
	"Montana"	"30"	"2011"	"2011"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	13	501233	Unreliable
	"Montana"	"30"	"2011"	"2011"	"All other drug-induced causes"	"D9"	"Female"	"F"	781	496966	157.2
	"Montana"	"30"	"2011"	"2011"	"All other drug-induced causes"	"D9"	"Male"	"M"	1115	501233	222.5
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	39	500192	7.8
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	45	504949	8.9
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	14	500192	Unreliable
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	13	504949	Unreliable
	"Montana"	"30"	"2012"	"2012"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	10	500192	Unreliable
	"Montana"	"30"	"2012"	"2012"	"All other drug-induced causes"	"D9"	"Female"	"F"	710	500192	141.9
	"Montana"	"30"	"2012"	"2012"	"All other drug-induced causes"	"D9"	"Male"	"M"	1012	504949	200.4
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	39	505367	7.7
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	45	509798	8.8
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	17	505367	Unreliable
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	15	509798	Unreliable
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	13	505367	Unreliable
	"Montana"	"30"	"2013"	"2013"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	15	509798	Unreliable
	"Montana"	"30"	"2013"	"2013"	"All other drug-induced causes"	"D9"	"Female"	"F"	764	505367	151.2
	"Montana"	"30"	"2013"	"2013"	"All other drug-induced causes"	"D9"	"Male"	"M"	1054	509798	206.7
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	35	509456	6.9
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	39	514123	7.6
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	22	509456	4.3
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	11	514123	Unreliable
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	13	509456	Unreliable
	"Montana"	"30"	"2014"	"2014"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	10	514123	Unreliable
	"Montana"	"30"	"2014"	"2014"	"All other drug-induced causes"	"D9"	"Female"	"F"	790	509456	155.1
	"Montana"	"30"	"2014"	"2014"	"All other drug-induced causes"	"D9"	"Male"	"M"	1067	514123	207.5
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	35	513619	6.8
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	55	519330	10.6
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	15	513619	Unreliable
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	11	519330	Unreliable
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	17	513619	Unreliable
	"Montana"	"30"	"2015"	"2015"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	16	519330	Unreliable
	"Montana"	"30"	"2015"	"2015"	"All other drug-induced causes"	"D9"	"Female"	"F"	803	513619	156.3
	"Montana"	"30"	"2015"	"2015"	"All other drug-induced causes"	"D9"	"Male"	"M"	1178	519330	226.8
	"Montana"	"30"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	43	517745	8.3
	"Montana"	"30"	"2016"	"2016"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	55	524775	10.5
	"Montana"	"30"	"2016"	"2016"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	11	517745	Unreliable
	"Montana"	"30"	"2016"	"2016"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	11	517745	Unreliable
	"Montana"	"30"	"2016"	"2016"	"All other drug-induced causes"	"D9"	"Female"	"F"	879	517745	169.8
	"Montana"	"30"	"2016"	"2016"	"All other drug-induced causes"	"D9"	"Male"	"M"	1143	524775	217.8
	"Montana"	"30"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	39	521537	7.5
	"Montana"	"30"	"2017"	"2017"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	59	528956	11.2
	"Montana"	"30"	"2017"	"2017"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	13	521537	Unreliable
	"Montana"	"30"	"2017"	"2017"	"All other drug-induced causes"	"D9"	"Female"	"F"	913	521537	175.1
	"Montana"	"30"	"2017"	"2017"	"All other drug-induced causes"	"D9"	"Male"	"M"	1243	528956	235.0
	"Montana"	"30"	"2018"	"2018"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	40	527453	7.6
	"Montana"	"30"	"2018"	"2018"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	59	534852	11.0
	"Montana"	"30"	"2018"	"2018"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	13	527453	Unreliable
	"Montana"	"30"	"2018"	"2018"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	13	534852	Unreliable
	"Montana"	"30"	"2018"	"2018"	"All other drug-induced causes"	"D9"	"Female"	"F"	834	527453	158.1
	"Montana"	"30"	"2018"	"2018"	"All other drug-induced causes"	"D9"	"Male"	"M"	1269	534852	237.3
	"Montana"	"30"	"2019"	"2019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	53	530712	10.0
	"Montana"	"30"	"2019"	"2019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	75	538066	13.9
	"Montana"	"30"	"2019"	"2019"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	18	530712	Unreliable
	"Montana"	"30"	"2019"	"2019"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	10	538066	Unreliable
	"Montana"	"30"	"2019"	"2019"	"All other drug-induced causes"	"D9"	"Female"	"F"	844	530712	159.0
	"Montana"	"30"	"2019"	"2019"	"All other drug-induced causes"	"D9"	"Male"	"M"	1256	538066	233.4
	"Nebraska"	"31"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	16	865531	Unreliable
	"Nebraska"	"31"	"1999"	"1999"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	17	839233	Unreliable
	"Nebraska"	"31"	"1999"	"1999"	"All other drug-induced causes"	"D9"	"Female"	"F"	12	865531	Unreliable
	"Nebraska"	"31"	"1999"	"1999"	"All other drug-induced causes"	"D9"	"Male"	"M"	12	839233	Unreliable
	"Nebraska"	"31"	"2000"	"2000"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	14	843351	Unreliable
	"Nebraska"	"31"	"2000"	"2000"	"All other drug-induced causes"	"D9"	"Female"	"F"	33	867912	3.8
	"Nebraska"	"31"	"2000"	"2000"	"All other drug-induced causes"	"D9"	"Male"	"M"	53	843351	6.3
	"Nebraska"	"31"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	14	871208	Unreliable
	"Nebraska"	"31"	"2001"	"2001"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	22	848628	2.6
	"Nebraska"	"31"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	11	871208	Unreliable
	"Nebraska"	"31"	"2001"	"2001"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	10	848628	Unreliable
	"Nebraska"	"31"	"2001"	"2001"	"All other drug-induced causes"	"D9"	"Female"	"F"	42	871208	4.8
	"Nebraska"	"31"	"2001"	"2001"	"All other drug-induced causes"	"D9"	"Male"	"M"	49	848628	5.8
	"Nebraska"	"31"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	11	874803	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	25	853489	2.9
	"Nebraska"	"31"	"2002"	"2002"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	12	853489	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	11	874803	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	"All other drug-induced causes"	"D9"	"Female"	"F"	37	874803	4.2
	"Nebraska"	"31"	"2002"	"2002"	"All other drug-induced causes"	"D9"	"Male"	"M"	63	853489	7.4
	"Nebraska"	"31"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	14	879362	Unreliable
	"Nebraska"	"31"	"2003"	"2003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	19	859281	Unreliable
	"Nebraska"	"31"	"2003"	"2003"	"All other drug-induced causes"	"D9"	"Female"	"F"	807	879362	91.8
	"Nebraska"	"31"	"2003"	"2003"	"All other drug-induced causes"	"D9"	"Male"	"M"	1343	859281	156.3
	"Nebraska"	"31"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	14	883984	Unreliable
	"Nebraska"	"31"	"2004"	"2004"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	22	865386	2.5
	"Nebraska"	"31"	"2004"	"2004"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	12	883984	Unreliable
	"Nebraska"	"31"	"2004"	"2004"	"All other drug-induced causes"	"D9"	"Female"	"F"	753	883984	85.2
	"Nebraska"	"31"	"2004"	"2004"	"All other drug-induced causes"	"D9"	"Male"	"M"	1271	865386	146.9
	"Nebraska"	"31"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	20	889468	2.2
	"Nebraska"	"31"	"2005"	"2005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	27	872029	3.1
	"Nebraska"	"31"	"2005"	"2005"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	17	889468	Unreliable
	"Nebraska"	"31"	"2005"	"2005"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	13	889468	Unreliable
	"Nebraska"	"31"	"2005"	"2005"	"All other drug-induced causes"	"D9"	"Female"	"F"	958	889468	107.7
	"Nebraska"	"31"	"2005"	"2005"	"All other drug-induced causes"	"D9"	"Male"	"M"	1497	872029	171.7
	"Nebraska"	"31"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	28	894687	3.1
	"Nebraska"	"31"	"2006"	"2006"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	30	878006	3.4
	"Nebraska"	"31"	"2006"	"2006"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	12	878006	Unreliable
	"Nebraska"	"31"	"2006"	"2006"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Female"	"F"	11	894687	Unreliable
	"Nebraska"	"31"	"2006"	"2006"	"All other drug-induced causes"	"D9"	"Female"	"F"	938	894687	104.8
	"Nebraska"	"31"	"2006"	"2006"	"All other drug-induced causes"	"D9"	"Male"	"M"	1488	878006	169.5
	"Nebraska"	"31"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	25	900106	2.8
	"Nebraska"	"31"	"2007"	"2007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	30	883334	3.4
	"Nebraska"	"31"	"2007"	"2007"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	10	900106	Unreliable
	"Nebraska"	"31"	"2007"	"2007"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"Male"	"M"	10	883334	Unreliable
	"Nebraska"	"31"	"2007"	"2007"	"All other drug-induced causes"	"D9"	"Female"	"F"	963	900106	107.0
	"Nebraska"	"31"	"2007"	"2007"	"All other drug-induced causes"	"D9"	"Male"	"M"	1585	883334	179.4
	"Nebraska"	"31"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	39	905814	4.3
	"Nebraska"	"31"	"2008"	"2008"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	39	890564	4.4
	"Nebraska"	"31"	"2008"	"2008"	"All other drug-induced causes"	"D9"	"Female"	"F"	1015	905814	112.1
	"Nebraska"	"31"	"2008"	"2008"	"All other drug-induced causes"	"D9"	"Male"	"M"	1572	890564	176.5
	"Nebraska"	"31"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	45	913619	4.9
	"Nebraska"	"31"	"2009"	"2009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	44	899064	4.9
	"Nebraska"	"31"	"2009"	"2009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	10	913619	Unreliable
	"Nebraska"	"31"	"2009"	"2009"	"All other drug-induced causes"	"D9"	"Female"	"F"	1025	913619	112.2
	"Nebraska"	"31"	"2009"	"2009"	"All other drug-induced causes"	"D9"	"Male"	"M"	1532	899064	170.4
	"Nebraska"	"31"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	42	920045	4.6
	"Nebraska"	"31"	"2010"	"2010"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	45	906296	5.0
	"Nebraska"	"31"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	11	920045	Unreliable
	"Nebraska"	"31"	"2010"	"2010"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	10	906296	Unreliable
	"Nebraska"	"31"	"2010"	"2010"	"All other drug-induced causes"	"D9"	"Female"	"F"	989	920045	107.5
	"Nebraska"	"31"	"2010"	"2010"	"All other drug-induced causes"	"D9"	"Male"	"M"	1606	906296	177.2
	"Nebraska"	"31"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	53	927392	5.7
	"Nebraska"	"31"	"2011"	"2011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	57	915249	6.2
	"Nebraska"	"31"	"2011"	"2011"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	13	927392	Unreliable
	"Nebraska"	"31"	"2011"	"2011"	"All other drug-induced causes"	"D9"	"Female"	"F"	1008	927392	108.7
	"Nebraska"	"31"	"2011"	"2011"	"All other drug-induced causes"	"D9"	"Male"	"M"	1630	915249	178.1
	"Nebraska"	"31"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	69	933223	7.4
	"Nebraska"	"31"	"2012"	"2012"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	57	922302	6.2
	"Nebraska"	"31"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	15	933223	Unreliable
	"Nebraska"	"31"	"2012"	"2012"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Male"	"M"	11	922302	Unreliable
	"Nebraska"	"31"	"2012"	"2012"	"All other drug-induced causes"	"D9"	"Female"	"F"	1016	933223	108.9
	"Nebraska"	"31"	"2012"	"2012"	"All other drug-induced causes"	"D9"	"Male"	"M"	1618	922302	175.4
	"Nebraska"	"31"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	50	938690	5.3
	"Nebraska"	"31"	"2013"	"2013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	49	929826	5.3
	"Nebraska"	"31"	"2013"	"2013"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	14	938690	Unreliable
	"Nebraska"	"31"	"2013"	"2013"	"All other drug-induced causes"	"D9"	"Female"	"F"	1024	938690	109.1
	"Nebraska"	"31"	"2013"	"2013"	"All other drug-induced causes"	"D9"	"Male"	"M"	1620	929826	174.2
	"Nebraska"	"31"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Female"	"F"	48	944640	5.1
	"Nebraska"	"31"	"2014"	"2014"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"Male"	"M"	62	936863	6.6
	"Nebraska"	"31"	"2014"	"2014"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"Female"	"F"	16	944640	Unreliable
